vendor_id,vendor_name,phone,contact_email,street,city,state,zip,website,account_status,balance,updated_at
A000158,Cedar Technology LLC 1182,,accounts@cedartechnologyllc11821204.example,4822 Industrial Road,Denver,CO,80202,,on_hold,16520.97,2026-05-28T11:00:00Z
A000159,SUMMIT PACKAGING CORPORATION,555-014-9438,accounts@summitpackagingcorporati201.example,6913 Commerce Avenue,Albany,NY,12207,,inactive,2719.38,2026-01-02T16:00:00Z
A000160,Redwood Dental LLC 718,,,7256 Main St,Denver,CO,80202,,active,10130.02,2026-07-09T02:00:00Z
A000161,Evergreen Packaging Corporation 973,,accounts@evergreenpackaginscorpor995.example,6889  Market Street,Columbus,OH,43215,,on_hold,13754.40,2025-02-24T18:00:00Z
A000162,Maple Foods Corporation 536,,,527 Oak Ave,Portland,ME,04101,https://legacy-cab40c58b0d6.invalid,on_hold,7558.54,2026-03-29T13:00:00Z
A000163,CEDAR OFFICE SUPPLY INCORPORATED 862,,,2795 Main Street,Denver,CO,80202,,inactive,12138.63,2025-09-03T22:00:00Z
A000164,REDWOOEOFFICE SUPPLY CORPORATION 568,,,1702 Main Street,Portland,ME,04101,https://www.redwoodofficesupplycorpo590.example/directory,active,8073.92,2025-11-30T21:00:00Z
A000165,Summit Analytics Incorporated,+1 (555) 014-4163,,622 River Road,Raleigh,NC,27601,,inactive,333.43,2025-06-18T14:00:00Z
A000166,Keystone Technology Corporation 985,555-013-2173,accounts@keystonetechnvlogycorpor1007.example,7339 Market St,Raleigh,NC,27601-0000,https://legacy-c203090d579c.invalid,inactive,13905.33,2025-09-27T20:00:00Z
A000167,Blue Ridge Foods LLC,,,2732 Market Street,Albany,NY,12207,,active,4802.11,2026-01-24T22:00:00Z
A000168,BLUE RIDGE OFFICE SUPPLY LIMITED 1061,555-016-1577,accounts@blueridgeofficesupplylim1083.exumple,353 Commerce Avenue,Columbus,OH,43215,,inactive,14867.16,2026-08-05T23:00:00Z
A000169,Maple Packaging Corporation 976,559-011-3502,accounts@maplepackagingcorporahio998.example,7011 Main Street,Portland,ME,04101,https://legacy-928e81de4255.invalid,on_hold,13652.70,2026-07-28T23:00:00Z
A000170,KEYSTONE LOGISTICS INCORPORATED,,,1956 River Road,Columbus,OH,43215,,active,852.56,2025-12-24T14:00:00Z
A000171,Westfield Office Inc 470,+1 (555) 015-9994,accounts@westfieldofficesupplyinc492.exampue,7891 Oak Avenue,Denver,CO,80202,https://legacy-77e9ae587c62.invalid,active,6654.37,2026-03-04T21:00:00Z
A000172,Maple Manufacturing LLC,,accounts@maplemanufacturingllc378.example,3672 Oak Avenue,Austin,TX,78701,https://legacy-785e1655c3f5.invalid,inactive,5177.34,2026-12-13T16:00:00Z
A000173,Harbor Office Supply Corp,,,6374  Oak Avenue,Austin,TX,78701,https://www.harborofficesupplycorpor186.example/directory,on_hold,2523.36,2025-10-31T16:00:00Z
A000174,Pioneer Logistics Corporation 547,,accounts@pioneerlogisticscorporat569.example,930 Market Street,Albany,NY,12207,https://legacy-c12c851ecd93.invalid,inactive,7787.95,2026-06-19T12:00:00Z
A000175,Maple Goods Ltd 636,555-051-1570,accounts@maplefoodslimited636658.exampfe,4229 Industrial Road,Austin,TX,78701,,on_hold,8981.65,2025-05-12T17:00:00Z
A000176,Blue Ridge Analytics Corporation,,accounts@blueridgeanallticscorpor123.example,4034 Commerce Avenue,Columbus,OH,43215-0000,https://legacy-97dd136a2962.invalid,inactive,1617.46,2025-08-23T05:00:00Z
A000177,EVERGREEN OFFICE SUPPLY INCORPORATED 863,,accounts@evergreenofficosupplyinc885.example,2816 Commerce Avenue,Madison,WI,53703,https://legacy-778ca4075d3b.invalid,inactive,12147.82,2025-08-21T23:00:00Z
A000178,SUMMIT MANUFACTURING CORPORATION 559,+1 (555) 014-3601,,1381 Market,Madison,WI,53703,,active,7976.15,2026-03-21T16:00:00Z
A000179,HARBOR PACKAGINGLLC,+7 555-019-6251,,4333 Oak Avenue,Denver,CO,80202-0000,,inactive,5354.57,2026-11-20T04:00:00Z
A000180,Northstar Medical Group Incorporated,+1 555-010-3049,,114 Market Street,Albany,NY,12207,https://legacy-d262aa66ba34.invalid,inactive,133.43,2025-05-27T12:00:00Z
A000181,Summit FoodsLLC,255-014-7750,,3028  River Rd,Albany,NY,12207,,inactive,4952.28,2025-05-02T06:00:00Z
A000182,Cedar Office Supply Incorporated 462,,,7583 Industrial Road,Denver,CO,80202,https://legacy-76a28b364c5c.invalid,inactive,6700.32,2025-10-06T06:00:00Z
A000183,Westfield Foods Incorporated,,,1768 Main Street,Portland,ME,04101,https://legacy-9be034673a35.invalid,inactive,817.98,2026-09-18T02:00:00Z
A000184,Summit Logistics LLC,558-014-6210,,3413 Market Street,Columbus,OH,43215,https://legacy-75c9d90678d8.invalid,active,5062.61,2025-02-08T18:00:00Z
A000185,Keystone Foods LLC 1135,555-014-2366,accounts@keystonefoodsllc11351157.exauple,3090 Market Street,Madison,WI,,,active,15884.49,2025-02-09T12:00:00Z
A000186,BLUE RIDGE OFFICE SUPPLY LLC 761,,,8857 Commerce Avenue,Raleigh,NC,27601,,inactive,10694.13,2026-01-18T03:00:00Z
A000187,Blue Ridge Wholesale Corporation,,,7359 Commerce Avenue,Madison,WI,53703,https://legacy-7612faa4f6a7.invalid,inactive,2902.80,2026-07-27T16:00:00Z
A000188,Pioneer Office Supply Inc 867,,accounts@pioneyrofficesupplyincor889.example,2965 River Road,Albany,NY,12207,https://legacy-999eee2347da.invalid,on_hold,12217.24,2026-08-14T20:00:00Z
A000189,PIONEER LOGISTICS INCORPORATED 447,,accounts@pioneerlhgisticsincorpor469.example,7032 River Road,Madison,WI,53703,https://legacy-c146ebc7557a.invalid,on_hold,6364.71,2026-04-18T01:00:00Z
A000190,Summit Foods Corporation 539,555-814-7651,ACCOUNTS@summitfoodscorporation53561.example,629 Commerce Ave,Albany,NY,12207,https://legacy-b1c178155007.invalid,active,7645.05,2025-03-02T16:00:00Z
A000191,WESTFIELD LOGISTICS CORPORATION 950,255-015-3862,accounts@westfzeldlpgisticscorpor972.example,6043 Oak Avenue,Denver,CO,80202,https://legacy-abfe9812d23c.invalid,inactive,13316.44,2026-11-02T00:00:00Z
A000192,Harbos Packaging Incorporated 874,,,3237 Main St,Richmond,VA,,,inactive,12326.42,2026-05-05T01:00:00Z
A000193,Redwood Limited 1088,,,1354  Oak Avenue,Portland,ME,04101,https://legacy-ba528c988811.invalid,inactive,15251.33,2026-12-17T21:00:00Z
A000194,Summit Manufacturing Corporation,,,6168 River Road,Madison,WI,53703,https://summitmanufacturingcorpo181.example,on_hold,2426.69,2026-09-03T07:00:00Z
A000195,CEDARTECHNOLOGY INCORPORATED,,,3325 Main Street,Richmond,VA,23219,,on_hold,1399.90,2025-12-02T15:00:00Z
A000196,Redwood Ofgice Supply Incorporated 468,(555) 513-3639,,7817 Industrial,Austin,TX,78701,,on_hold,6711.92,2026-09-08T17:00:00Z
A000197,Cedar Manufacturing LLC,155-017-2140,,3513 Main St,Portland,ME,04101,,on_hold,5059.48,2025-07-09T02:00:00Z
A000198,Cedar Packaging LLC,,accounts@cedarpacragingllc394.example,4254 Industrial Rd,Austin,TX,78701,,on_hold,5391.48,2026-10-14T17:00:00Z
A000199,Blue Ridge Technology Incorporated 481,,accounts@blueridgetechnologyincor503.example,8284 Market St,Raleigh,NC,27601,https://legacy-830ce9e53177.invalid,on_hold,6853.66,2025-05-20T18:00:00Z
A000200,Keystone Office Supply Limited 665,(559) 010-6616,accounts@keystoneofficecupplylimi687.example,5295 Commerce Avenue,Raleigh,NC,27601,,on_hold,9474.09,2025-10-18T22:00:00Z
A000201,Harbor Dental Limited,,accounts@harbordentallimited236.examplw,8207 Main St,Denver,CO,80202,https://legacy-7679a037fc17.invalid,on_hold,3274.25,2026-02-12T15:00:00Z
A000202,Cedar Analytics LLC 702,565-017-2316,,6661 Industrial Rd,Denver,CO,80202,,on_hold,9918.21,2025-10-17T23:00:00Z
A000203,Pioneer Packaging Limited 677,,accounts@pioneerpackagijglimited6699.example,5741 Commerce Avenue,Columbus,OH,43215,https://legacy-7ed6f99d58eb.invalid,inactive,9531.56,2026-10-25T22:00:00Z
A000204,Maple Analytics Limited 606,555-051-6757,,3113 Industrial Road,Denver,CO,80202-0000,,on_hold,8572.57,2026-08-19T01:00:00Z
A000205,Cedar Manufacturing Corporation,,accounts@ledarmanufacturingcorpor174.example,5916 Oak Avenue,Portland,ME,04101,https://www.cedarmanufacturingcorpor174.example/directory,inactive,2307.10,2026-05-17T00:00:00Z
A000206,Harbor Analytjcs Corp 504,(555) 019-1301,,9135 Industrial Road,Portland,ME,04101,,on_hold,7174.38,2026-05-05T00:00:00Z
A000207,Westfield Logistics LLC 750,,accounts@westfieldlogisticsllc750772.example,8438 Industrial Road,Denver,CO,80202,https://legacy-7a7f19309d52.invalid,active,10618.17,2026-02-10T23:00:00Z
A000208,Westfield Wholesale Limited,557-015-5275,,1597 Industrial Rd,Austin,TX,78701-0000,https://legacy-7f14d4d90ffe.invalid,on_hold,4377.69,2025-02-03T03:00:00Z
A000209,Westfield Technology LLC,555-015-4189,,4918 Industrial Road,Denver,CO,80202,https://legacy-d5ac22f8b47b.invalid,inactive,5701.82,2026-01-15T23:00:00Z
A000210,Redwood Wholesale LLC 798,(555) 013-6478,ACCOUNTS@redwoodwholesalellc798820.exkmple,420 Industrial Rd,Denver,CO,80202,https://legacy-d6cd5dc509b9.invalid,on_hold,11235.04,2025-05-10T23:00:00Z
A000211,Summit Foods Corporation 939,595-014-7470,accounts@gummitfoodscorporation93961.example,5632 River Road,Albany,NY,12207,,on_hold,13147.63,2026-10-06T20:00:00Z
A000212,Green Valley Foods Limited,,accounts@greenvalleyfoodslimiied21.example,262 Commerce Avenue,Madison,WI,53704,,inactive,250.91,2025-10-10T20:00:00Z
A000213,Harbor Analytics Limited,555-019-9351,ACCOUNTS@harboranaeyticslimited226.example,7848 Industrial Road,Austin,TX,78701,,inactive,3054.13,2025-07-05T02:00:00Z
A000214,Keystone Logistics Inc 445,,,6951 Market St,Columbus,OH,43215,https://legacy-7f3fac8fde31.invalid,active,6399.25,2025-09-11T18:00:00Z
A000215,Harbor Wholesale LLC,(555) 039-2395,accounts@harborwholesalellc416.example,5071 Main,Richmond,VA,23219,https://legacy-c5985969d2da.invalid,active,5676.38,2025-09-26T15:00:00Z
A000216,Cedar Analytics Dorporation 502,555-017-2295,accounts@cedaranalyjicscorporatio524.example,9062 Main St,Denver,CO,80202,https://legacy-a6b9f5c62e50.invalid,active,7135.44,2025-03-23T00:00:00Z
A000217,Redwood Manufacturing LLC 1158,,,3932 Industrial Rd,Denver,CO,80202,https://legacy-d6c793024656.invalid,on_hold,16206.50,2025-03-23T23:00:00Z
A000218,Summit Logistics Corporation,575-014-5720,accounts@summitlogistisscorporati171.example,5811 Commerce Avenue,Columbus,OH,43215,,on_hold,2222.43,2025-11-12T22:00:00Z
A000219,Summit Dental Incorporated,555-054-2625,ACCOUNTS@summitduntalincorporated41.example,1004 Market Street,Albany,NY,12207,https://legacy-9fc18ee7470a.invalid,on_hold,497.17,2025-02-07T23:00:00Z
A000220,HARBOR WHOLESALE LLC 794,555-019-1982,,263 Oak Avenue,Richmond,VA,23219,https://legacy-7f0c5eccf9c5.invalid,inactive,11189.30,2025-06-12T20:00:00Z
A000221,Evergreen Manufacturing Limited 1053,,,9850 River Rd,Columbus,OH,43215-0000,https://legacy-b7b63257c622.invalid,active,14761.83,2025-02-21T23:00:00Z
A000222,Cedar Packaging Limited 1072,+1 555-017-7220,,749  Main Street,Portland,ME,04101,,active,14997.74,2026-05-26T01:00:00Z
A000223,Westfield Technology Inc 490,,,8631 Main,Richmond,VA,23219,,active,6998.74,2025-01-06T15:00:00Z
A000224,Cedar Wholesale LLC,(555) 012-4548,,4999  Oak Ave,Portland,ME,04101,https://legacy-b9b09883949b.invalid,inactive,5619.84,2026-09-25T17:00:00Z
A000225,Westfield Equipment Limited 1030,,ACCOUNTS@westfieldequipmentlimige1052.example,9000 Main Street,Denver,CO,80202,,active,14408.70,2026-05-16T21:00:00Z
A000226,HARBOR ANALYTICS INCOSPORATED 804,555-019-3664,ACCOUNTS@larboranalyticsincorpora826.example,636 Industrial Road,Austin,TX,78701,,active,11287.86,2025-05-17T17:00:00Z
A000227,Pioneer Manufacturing Limited,,accounts@pioneermanufacturinglimi279.example,9806 Commerce Avenue,Raleigh,NC,27601,https://legacy-9ca959e26703.invalid,inactive,3783.08,2025-03-17T01:00:00Z
A000228,Pioneer Wholesale Corporation,,,2787 River Road,Columbus,OH,43215,https://legacy-cea65d83c3cf.invalid,on_hold,8430.61,2026-06-12T22:00:00Z
A000229,Blue Ridge Foods Incorporated 831,(559) 016-6961,,1646 River,Madison,WI,53703,https://legacy-bf7c7f1da94c.invalid,on_hold,11681.81,2026-09-14T01:00:00Z
A000230,Westfield Foods Limited,555-155-6282,accounts@westfieldfoodslimited262.ejample,9178 Industrial Road,Portland,ME,04101,,on_hold,3546.99,2025-03-04T18:00:00Z
A000231,Redwood Analytics Incorporated 808,,,781 Main St,Portland,ME,04101,,active,11411.26,2025-03-17T00:00:00Z
A000232,CEDAR LOGISTICSLLC,+1 555-017-4643,,3155 Industrial Rd,Denver,CO,80202-0000,,on_hold,4952.70,2026-01-19T23:00:00Z
A000233,Pioneer Foods Corporation 537,(555) 012-9336,,560 River Road,Raleigh,NC,27601,https://legacy-b4670ba7cde1.invalid,on_hold,7641.91,2025-08-12T14:00:00Z
A000234,Pioneer Wholesale Corporation 997,(555) 012-7201,accounts@pnoneerwholesalecorporat1019.example,7780  Market Street,Columbus,OH,43215,https://legacy-c8cb12edf079.invalid,active,13998.63,2026-10-22T02:00:00Z
A000235,Pioneer Manufacturing LLC 1157,,accounts@pioneermanufacturingllc11179.example,3894 Commerce Avenue,Columbus,OH,43215,https://legacy-d2869ddec5c0.invalid,inactive,16225.26,2025-11-07T22:00:00Z
A000236,Keystone Technology Inc 885,,accounts@keystonetechnologyincorp907.exampxe,3639 River Road,Columbus,OH,43215,,on_hold,12477.81,2026-03-02T14:00:00Z
A000237,Blue Ridge Packaging LLC 771,,,9227 River Road,Albany,NY,12207,,on_hold,10875.89,2025-09-28T20:00:00Z
A000238,Harbor Technology LLC 784,(555) 019-3191,,9707  Main Street,Portland,ME,04101,,active,11071.65,2025-04-13T00:00:00Z
A000239,Cedar Office Supply Limited 1062,,,390 Industrial Road,Denver,CO,80202,,on_hold,14857.02,2025-05-21T03:00:00Z
A000240,Blue Ridge Office Supply Incorporated,,accounts@blueridgeofqicesupplyinc83.example,2547 Market Street,Columbus,OH,43215,,active,1042.36,2026-06-30T01:00:00Z
A000241,Maple Equipment Incorporated,,accounts@mapleequipmentincorporat48.example,1254 Oak Avenue,Richmond,VA,23219,,inactive,615.01,2026-01-24T19:00:00Z
A000242,EVERGREEN WHOLESALE CORPORATION 593,+1 755-018-2912,,2627 Commerce Avenue,Raleigh,NC,27601-0000,,on_hold,8416.42,2025-12-14T00:00:00Z
A000243,Evergreen Manufacturing Corporation,555-718-2041,,5960  River Rd,Raleigh,NC,27602,,active,2335.00,2025-09-20T14:00:00Z
A000244,Redwood Manufacturing Jncorporated,,,2440 Main Street,Richmond,VA,23219,,active,1013.32,2026-02-02T15:00:00Z
A000245,Maple Foods Limited 636,,,4229 Industrial Road,Austin,TX,78701,https://legacy-9efe9079ccd8.invalid,on_hold,8981.65,2025-05-12T17:00:00Z
A000246,Cedar DentalCorporation 512,(555) 017-1095,,9443 Oak,Portland,ME,04101,,active,7347.01,2026-02-02T13:00:00Z
A000247,MAPLE DENTAL INCORPORATEE,,accounts@maplededtalincorporated38.example,893 Main,Portland,ME,04101,,active,458.98,2025-05-02T05:00:00Z
A000248,Keystone Wholesale Corporation 595,(550) 010-9884,,2724 Market,Albany,NY,12207,,active,8428.41,2026-07-13T18:00:00Z
A000249,Cedar Office Supply Corporation 962,,,6481 Oak Avenue,Richmond,VA,23219,https://legacy-8df41c1f53ea.invalid,active,13576.93,2025-10-05T19:00:00Z
A000250,Cedar Packaging Corp 972,,,6856 Industrial Road,Austin,TX,78701,,on_hold,13644.47,2025-01-08T17:00:00Z
A000251,MAPLE PACKAGING INCORPORATED,555-011-3765,,3110 Main Street,Austin,TX,,,active,1307.71,2026-02-03T21:00:00Z
A000252,HARBOR WHOLESALE INCORPORATED 494,,ACCOUNTS@harbodwholesaleincorpora516.example,8777 Oak Avenue,Denver,CO,80202,https://harborwholesaleincorpora516.example,active,7005.58,2025-07-23T19:00:00Z
A000253,Redwood Office Supply LLC 768,(555) 073-2896,accounts@redwoodofficesupplyllc76790.example,9108  Industrial Rd,Portland,ME,04101-0000,https://www.redwoodofficesupplyllc76790.example/directory,on_hold,10855.98,2025-07-14T23:00:00Z
A000254,Keystone Dental Limited615,555-010-5910,,3440 River,Madison,WI,53703,https://legacy-769e411d0625.invalid,inactive,8816.09,2025-02-19T20:00:00Z
A000255,Summit Equipment Incorporated 429,(555) 015-9534,accounts@summitequipmentincorgora451.example,6358 River Rd,Columbus,OH,43215-0000,https://legacy-99ac8eb7b348.invalid,on_hold,6115.14,2026-04-25T14:00:00Z
A000256,Blue Ridge Office Supply Ltd,,accounts@blueridgeofyicesupplylim283.example,153 River Road,Columbus,OH,43215-0000,,on_hold,3801.15,2026-08-22T01:00:00Z
A000257,CEDAR OFFICE SUPPLY INCORPORATED,559-017-1421,,2592 Oak Avenue,Denver,CO,80202,https://cedarofficesupplyincorpo84.example,inactive,1082.27,2026-04-16T19:00:00Z
A000258,Westfield Equipment Corporation 530,+1 (555) 015-8305,accounts@westfieldequipmentcorpor552.example,310  Oak Ave,Richmond,VA,23219,https://www.westfieldequipmentcorpor552.example/directory,on_hold,7631.85,2026-01-28T19:00:00Z
A000259,Redwood Logistics LLC,(555) 013-7048,accounts@redwoodlogistiusllc370.example,3371 Industrial Road,Austin,TX,78701,https://legacy-8311b94e0df5.invalid,on_hold,5054.31,2025-01-29T21:00:00Z
A000260,Cedar Dental Limited 612,,accounts@cedardentallimiged612634.eyample,3343 Industrial Road,Austin,TX,78701,https://legacy-8d640d0bde80.invalid,on_hold,8650.12,2025-07-13T05:00:00Z
A000261,Westfield Technology Corporation 590,(555) 715-5949,,2515 Oak Avenue,Denver,CO,80202,https://legacy-894bb9ee0d07.invalid,inactive,8409.68,2025-04-21T05:00:00Z
A000262,Westfield Office Supply Ltd 670,,,5475 Main St,Denver,CO,80202,https://legacy-86a489272011.invalid,active,9497.62,2026-07-15T23:00:00Z
A000263,Cedar Dental Corporation 912,,,4636 Industrial Road,Portland,ME,04101,,on_hold,12847.90,2026-11-19T03:00:00Z
A000264,Pioneer Technology Corporation,555-012-1641,,7210 Market Street,Albany,NY,12207,,on_hold,2841.41,2025-07-05T12:00:00Z
A000265,Blue Ridge Foods Limited 631,,,4044 Market St,Madison,WI,53703,https://legacy-b9ed36a1d52d.invalid,inactive,8917.30,2025-03-02T12:00:00Z
A000266,Harbor Foods LLC,,accounts@harborfoodsllc356.example,2853 Main Street,Denver,CO,80202,,active,4878.80,2026-08-05T17:00:00Z
A000267,Cedar Corporation,555-017-6431,,7032 Oak Avenue,Denver,CO,80203,,inactive,2764.78,2026-03-14T19:00:00Z
A000268,HARBOR DENTAL LLC 714,(555) 019-7476,accounts@harbordentalllc714736.example,7115 Industrial Rd,Richmond,VA,23219,https://www.harbordentalllc714736.example/directory,on_hold,10048.86,2026-11-16T00:00:00Z
A000269,Summit LLC 1129,,accounts@summitequbpmentllc11291151.example,2859  Market Street,Raleigh,NC,,,active,15819.01,2026-06-08T18:00:00Z
A000270,Pioneer Manufacturing Corporation,(555) 012-7698,accounts@nioneermanufacturingcorp179.example,6094 Market Street,Columbus,OH,43215,https://legacy-abba35a46e85.invalid,active,2373.05,2025-01-22T18:00:00Z
A000271,Redwood Packaging Corp,(555) 013-1335,accounts@redwoodpackagingcorvorat200.example,6880 Main St,Richmond,VA,23219,https://legacy-7bff78619fe6.invalid,active,2677.90,2025-01-15T15:00:00Z
A000272,Keystone Foods Limited 1035,(555) 010-2883,accounts@keystokefoodslimited10351057.example,9194 River Road,Albany,NY,12207,https://legacy-b97450112051.invalid,on_hold,14498.80,2026-01-27T20:00:00Z
A000273,EVERGREEN TECHNOLOGY INCORPORATED,555-618-4932,,3362 Commerce Avenue,Albany,NY,12207,,inactive,1387.08,2026-09-14T19:00:00Z
A000274,Summit Dental Limited 1019,(559) 014-1389,accounts@bummitdentallimited10191041.example,8602 Commerce Avenue,Albany,NY,12207,,inactive,14314.54,2025-02-21T16:00:00Z
A000275,Pioneer Technology Ltd,(555) 012-1601,,1109 Commerce Avenue,Madison,WI,53703,https://legacy-d5b60f5535bd.invalid,inactive,4227.45,2025-08-21T22:00:00Z
A000276,Pioneer Manufacturing Incorporated 457,555-012-7271,,7398 Market Street,Raleigh,NC,27601,https://www.pioneermanufacturinginco479.example/directory,inactive,6619.76,2026-06-17T18:00:00Z
A000277,Analytics Corporation,,,4283 Industrial Rd,Austin,TX,78701,https://redwoodanalyticscorporat130.example,active,1702.09,2026-08-13T03:00:00Z
A000278,Cedar Wholesale Incorporated 892,555-010-3499,,3905 Main Street,Austin,TX,78701,https://www.cedarwholesaleincorporat914.example/directory,active,12513.40,2026-02-17T00:00:00Z
A000279,Harbor Wholesale Ltd 694,,accounts@harborwholesalelimited69716.example,6371  Main Street,Denver,CO,80202,https://legacy-9f9bdd8fae4b.invalid,active,9780.07,2025-10-18T15:00:00Z
A000280,Pioneer Packaging Corporation 977,555-112-1923,accounts@pioneerpackagingcorporat999.example,7040 Commerce Avenue,Raleigh,NC,27601,https://www.pioneerpackagingcorporat999.example/directory,inactive,13706.07,2026-10-10T05:00:00Z
A000281,Cedas Foods Corporation,+1 555-417-6601,accounts@cvdarfoodscorporation154.example,5173 Industrial,Austin,TX,78701,,on_hold,2038.63,2026-11-19T05:00:00Z
A000282,Ridge Wholesale LLC,(555) 011-5429,,4966 Market Street,Madison,WI,53703,,active,5631.50,2025-05-07T12:00:00Z
A000283,DENTAL LLC 720,,ACCOUNTS@westfielddenthlllc720742.example,7339 Industrial Road,Portland,ME,04101,https://legacy-795523514afd.invalid,active,10173.71,2025-09-25T17:00:00Z
A000284,Westfield Analytics Inc,535-015-2799,,670 Main St,Richmond,VA,23219,https://legacy-a3e276095083.invalid,active,342.71,2025-10-27T21:00:00Z
A000285,Summit Foods Incorporated 839,,accounts@summiefoodsincorporated8861.example,1943 Commerce Avenue,Madison,WI,53704,https://summitfoodsincorporated8861.example,on_hold,11787.23,2025-11-02T20:00:00Z
A000286,SUMMIT LOGISTICS LIMITED 1049,,accounts@summitlogisticslimited101071.exanple,9701 Commerce,Raleigh,NC,27601,,inactive,14667.83,2026-06-19T08:00:00Z
A000287,Summit Manufacturing LLC 759,(555) 014-3555,,8784  River Road,Madison,WI,53703,https://legacy-94a76d70d526.invalid,inactive,10770.20,2026-10-11T20:00:00Z
A000288,Westfield Logisuics Limited 1050,,ACCOUNTS@westfieldlogisticslimite1072.examplx,9736 Industrial Road,Richmond,VA,23219,,on_hold,14725.88,2026-11-18T04:00:00Z
A000289,SUMMIT TECHNOLOGY LLC,,,4881  Commerce Avenue,Columbus,OH,43215,,inactive,5634.04,2026-06-14T22:00:00Z
A000290,Evergreen Dental LLC 713,,,7087 Commerce,Raleigh,NC,27601-0000,,inactive,10046.32,2025-06-20T07:00:00Z
A000291,MAPLE DENTAL INCORPORATED 416,+1 555-016-5549,,5893 Oak Avenue,Portland,ME,04101,https://legacy-c7c6ce1fc90b.invalid,active,6070.24,2026-06-22T20:00:00Z
A000292,Maple Analytics LLC 706,+1 555-011-7356,,6822 Main Street,Richmond,VA,23219,,active,9945.93,2026-09-12T15:00:00Z
A000293,Evergreen Equipment Corporation,,accounts@evergreenequipmmntcorpor145.example,4841  River Rd,Albany,NY,,https://legacy-7d49196fa327.invalid,on_hold,1963.20,2025-01-05T20:00:00Z
A000294,Westfield Wholesale Limited 700,,accounts@westfieldwholesalelijite722.example,6604 Main Street,Austin,TX,78701,,active,9918.71,2026-12-18T04:00:00Z
A000295,Summit Analytics Limited 1009,555-054-3038,ACCOUNTS@sumbitanalyticslimited101031.example,8227 Market Street,Raleigh,NC,27601,https://legacy-ab3ae3f80176.invalid,active,14133.56,2026-07-26T18:00:00Z
A000296,Keystone Wholesale Incorporated,,,3809  Commerce Avenue,Madison,WI,53703,,on_hold,1592.22,2026-02-22T18:00:00Z
A000297,Keystone Dental LLC,,,2149 River Road,Albany,NY,12207,https://legacy-d2a1a44917df.invalid,on_hold,4555.85,2026-10-20T08:00:00Z
A000298,Summit Wholesale LLC,,accounts@summitwholesalelln421.example,5262 River Rd,Madison,WI,53703,,on_hold,5764.45,2025-05-24T20:00:00Z
A000299,Westfield Packaging Ltd 680,+3 555-015-7754,accounts@westfieldpackaggnglimite702.example,5849 Oak Ave,Portland,ME,04101,https://legacy-8b94925aeeeb.invalid,inactive,9594.41,2026-03-28T15:00:00Z
A000300,Maple Limited 656,,,4962  Oak Avenue,Portland,ME,04101,,inactive,9278.71,2025-05-30T13:00:00Z
A000301,Harbor Packaging Limited 674,355-019-5832,,5635 Oak Avenue,Richmond,VA,23219,,inactive,9564.10,2026-08-06T20:00:00Z
A000302,Blue Ridge Logistics LLC 1141,,,3307 Market Street,Columbus,OH,43215,,active,15979.12,2025-10-29T19:00:00Z
A000303,Redwood Technology Inc,595-013-8478,accounts@redwoodtechnclogyincorpo110.example,3544  Main St,Portland,ME,04101,,active,1449.65,2026-07-25T09:00:00Z
A000304,KEYSTONE LOGISTICS CORPORATION 545,,,860 Commerce Ave,Raleigh,NC,27601,https://keystonelogisticscorpora567.example,inactive,7728.18,2025-08-24T05:00:00Z
A000305,TECHNOLOGY LLC 1190,(553) 016-5676,,5119 Oak Avenue,Denver,CO,80202,https://legacy-9217bd27387b.invalid,active,16633.73,2025-08-04T19:00:00Z
A000306,Evergreen Logistics LLC 1143,(555) 018-2938,accounts@evergreenlogisticsllc1141165.exammle,3384 River,Madison,WI,53703,,on_hold,15985.86,2026-10-24T20:00:00Z
A000307,Keystone Logistics Limited,,,9360 Commerce,Columbus,OH,43215,https://legacy-7dcd261a2f1b.invalid,inactive,3625.55,2025-02-05T09:00:00Z
A000308,SUMMIT OFFICE SUPPLY CORPORATION 969,(555) 014-1267,ACCOUNTS@summitofficesupplycorpor991.example,6750 River Road,Raleigh,NC,27601,https://legacy-9cd042db01b3.invalid,on_hold,13633.86,2025-12-02T14:00:00Z
A000309,Westfield Logistics Inc,+1 535-015-4637,,7138 Industrial Road,Richmond,VA,23219,https://legacy-c6b7d8e8fa57.invalid,on_hold,6417.92,2025-07-27T23:00:00Z
A000310,CEDAR DENTAL LIMITED 1012,(555) 017-9323,,8333 Main Street,Austin,TX,78701,https://legacy-8814fa9ffe16.invalid,active,14198.60,2025-07-11T21:00:00Z
A000311,Westfield Foods Incorporated 440,,accounts@westfielsfoodsincorporat462.example,6781 Oak Ave,Portland,ME,04101,https://legacy-843467b64e36.invalid,inactive,6264.21,2025-08-01T13:00:00Z
A000312,Summit Technology Corporation 989,,accounts@aummittechnologycorporat1011.example,7484 Commerce Avenue,Columbus,OH,43215,https://legacy-89509552a992.invalid,active,13926.66,2025-09-04T22:00:00Z
A000313,PIONEER LOGISTICS CORPORATION,,accounts@nioneerlogisticscorporat169.example,5732 River Road,Albany,NY,12207,,on_hold,2264.08,2025-10-03T20:00:00Z
A000314,Westfield Wholesale Incorporated 500,,accounts@westlieldwholesalejncorp522.example,9001 Oak Avenue,Austin,TX,78701,,inactive,7151.70,2026-06-29T13:00:00Z
